lote,fecha,idioma,index,title,href,absoluteHref,flags,estado
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","13","Papier Peint Barcelone","/fr/collections/acheter-papier-peint-barcelona","https://www.matchwalls.com/fr/collections/acheter-papier-peint-barcelona","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","14","Papier Peint Beige","/fr/collections/papiers-peints-beige-matchwallswallpapers","https://www.matchwalls.com/fr/collections/papiers-peints-beige-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","15","Papier Peint Biscaye","/fr/collections/acheter-papier-peint-bizkaia","https://www.matchwalls.com/fr/collections/acheter-papier-peint-bizkaia","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","16","Papier Peint Black Friday","/fr/collections/papiers-peints-black-friday","https://www.matchwalls.com/fr/collections/papiers-peints-black-friday","VISIBLE_BLACK_FRIDAY_REVIEW","REQUIERE DECISION HUMANA"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","17","Papier Peint Blanc","/fr/collections/papiers-peints-blancs-matchwallswallpapers","https://www.matchwalls.com/fr/collections/papiers-peints-blancs-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","18","Papier Peint Bleu","/fr/collections/papiers-peints-en-bleu-matchwallswallpapers","https://www.matchwalls.com/fr/collections/papiers-peints-en-bleu-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","19","Papier Peint Bordeaux","/fr/collections/acheter-papier-peint-bordeaux","https://www.matchwalls.com/fr/collections/acheter-papier-peint-bordeaux","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","20","Papier Peint Botanique","/fr/collections/peintures-murales-botaniques-matchwallsmurals","https://www.matchwalls.com/fr/collections/peintures-murales-botaniques-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","21","Papier Peint Burgos","/fr/collections/fond-decran-de-burgos","https://www.matchwalls.com/fr/collections/fond-decran-de-burgos","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","22","Papier Peint Cadix","/fr/collections/acheter-papier-peint-cadiz","https://www.matchwalls.com/fr/collections/acheter-papier-peint-cadiz","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","23","Papier Peint Cantabrie","/fr/collections/acheter-papier-peint-cantabria","https://www.matchwalls.com/fr/collections/acheter-papier-peint-cantabria","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","24","Papier Peint Castellón","/fr/collections/acheter-papier-peint-castellon","https://www.matchwalls.com/fr/collections/acheter-papier-peint-castellon","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","25","Papier Peint Chambre Ados","/fr/collections/peinture-murale-pour-les-salles-dadolescents-matchwallsmurals","https://www.matchwalls.com/fr/collections/peinture-murale-pour-les-salles-dadolescents-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","26","Papier Peint Ciudad Real","/fr/collections/acheter-papier-peint-ciudad-real","https://www.matchwalls.com/fr/collections/acheter-papier-peint-ciudad-real","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","27","Papier Peint Cordoue","/fr/collections/acheter-papier-peint-cordoba","https://www.matchwalls.com/fr/collections/acheter-papier-peint-cordoba","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","28","Papier Peint Cuenca","/fr/collections/acheter-papier-peint-cuenca","https://www.matchwalls.com/fr/collections/acheter-papier-peint-cuenca","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","29","Papier Peint Cáceres","/fr/collections/acheter-papier-peint-caceres","https://www.matchwalls.com/fr/collections/acheter-papier-peint-caceres","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","30","Papier Peint de Paysages","/fr/collections/paysages-muraux-matchwallsmurals","https://www.matchwalls.com/fr/collections/paysages-muraux-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","31","Papier Peint Doré","/fr/collections/papiers-peints-en-or-matchwallswallpa","https://www.matchwalls.com/fr/collections/papiers-peints-en-or-matchwallswallpa","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","32","Papier Peint Floral","/fr/collections/peintures-murales-florales-matchwallsmurals","https://www.matchwalls.com/fr/collections/peintures-murales-florales-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","33","Papier Peint Graphique","/fr/collections/peintures-murales-graphiques-matchwallsmurals","https://www.matchwalls.com/fr/collections/peintures-murales-graphiques-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","34","Papier Peint Grenade","/fr/collections/acheter-papier-peint-granada","https://www.matchwalls.com/fr/collections/acheter-papier-peint-granada","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","35","Papier Peint Gris","/fr/collections/papiers-gris-peints-matchwallswallpapers","https://www.matchwalls.com/fr/collections/papiers-gris-peints-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","36","Papier Peint Guadalajara","/fr/collections/acheter-papier-peint-guadalajara","https://www.matchwalls.com/fr/collections/acheter-papier-peint-guadalajara","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","37","Papier Peint Guipuscoa","/fr/collections/acheter-papier-peint-gipuzkoa","https://www.matchwalls.com/fr/collections/acheter-papier-peint-gipuzkoa","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","38","Papier Peint Gérone","/fr/collections/acheter-papier-peint-girona","https://www.matchwalls.com/fr/collections/acheter-papier-peint-girona","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","39","Papier Peint Huelva","/fr/collections/acheter-papier-peint-huelva","https://www.matchwalls.com/fr/collections/acheter-papier-peint-huelva","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","40","Papier Peint Huesca","/fr/collections/acheter-papier-peint-huesca","https://www.matchwalls.com/fr/collections/acheter-papier-peint-huesca","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","41","Papier Peint Jaen","/fr/collections/acheter-papier-peint-jaen","https://www.matchwalls.com/fr/collections/acheter-papier-peint-jaen","FR_PROPER_NAME_ACCENT_REVIEW","VERIFICADO PERO MEJORABLE"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","42","Papier Peint Japonais","/fr/collections/peintures-murales-japonaises-matchwallsmurals","https://www.matchwalls.com/fr/collections/peintures-murales-japonaises-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","43","Papier Peint Jaune","/fr/collections/papiers-peints-jaunes-matchwallswallpapers","https://www.matchwalls.com/fr/collections/papiers-peints-jaunes-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","44","Papier Peint La Corogne","/fr/collections/acheter-papier-peint-la-coruna","https://www.matchwalls.com/fr/collections/acheter-papier-peint-la-coruna","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","45","Papier Peint La Rioja","/fr/collections/acheter-papier-peint-la-rioja","https://www.matchwalls.com/fr/collections/acheter-papier-peint-la-rioja","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","46","Papier Peint Noir et Blanc","/fr/collections/papiers-peints-en-noir-et-blanc-matchwallswalpapers","https://www.matchwalls.com/fr/collections/papiers-peints-en-noir-et-blanc-matchwallswalpapers","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","47","Papier Peint Strasbourg","/fr/collections/acheter-papier-peint-strasbourg","https://www.matchwalls.com/fr/collections/acheter-papier-peint-strasbourg","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","48","Papier Peint Styles Géométriques","/fr/collections/peintures-murales-geometriques-matchwallsmurs","https://www.matchwalls.com/fr/collections/peintures-murales-geometriques-matchwallsmurs","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","1","Angebote","/de/collections/angebote","https://www.matchwalls.com/de/collections/angebote","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","2","Botanische Tapete","/de/collections/botanische-wandgemalde-matchwallsmurals","https://www.matchwalls.com/de/collections/botanische-wandgemalde-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","3","Florale Tapete","/de/collections/blumengemalde-matchwallsmurals","https://www.matchwalls.com/de/collections/blumengemalde-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","4","Geometrische Tapetenstile","/de/collections/geometrische-wandmalereien-matchwallsmurs","https://www.matchwalls.com/de/collections/geometrische-wandmalereien-matchwallsmurs","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","5","Grafische Tapete","/de/collections/grafische-wandgemalde-matchwallsmurals","https://www.matchwalls.com/de/collections/grafische-wandgemalde-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","6","Künstlerische Tapete","/de/collections/kunstlerische-wandgemalde-matchwallsmurals","https://www.matchwalls.com/de/collections/kunstlerische-wandgemalde-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","7","Neue Tapeten","/de/collections/neue-matchwalls-matchwallsmurals-wandbilder","https://www.matchwalls.com/de/collections/neue-matchwalls-matchwallsmurals-wandbilder","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","8","Selbstklebende Tapete Peel & Stick","/de/collections/peel-stick-self-adhasive-tapete","https://www.matchwalls.com/de/collections/peel-stick-self-adhasive-tapete","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","9","Tapete 3D","/de/collections/wandmalereistruktur-matchwallsmurals","https://www.matchwalls.com/de/collections/wandmalereistruktur-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY|DE_COPY_NATURALNESS_REVIEW","VERIFICADO PERO MEJORABLE"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","10","Tapete Albacete","/de/collections/albacete-tapete","https://www.matchwalls.com/de/collections/albacete-tapete","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","11","Tapete Alicante","/de/collections/alicante-wallpaper-1","https://www.matchwalls.com/de/collections/alicante-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","12","Tapete Almería","/de/collections/almeria-wallpaper-1","https://www.matchwalls.com/de/collections/almeria-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","13","Tapete Asturien","/de/collections/asturias-wallpaper-1","https://www.matchwalls.com/de/collections/asturias-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","14","Tapete Badajoz","/de/collections/badajoz-wallpaper-1","https://www.matchwalls.com/de/collections/badajoz-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","15","Tapete Barcelona","/de/collections/barcelona-wallpaper-1","https://www.matchwalls.com/de/collections/barcelona-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","16","Tapete Beige","/de/collections/beige-bemalte-papiere-matchwallswallpapers","https://www.matchwalls.com/de/collections/beige-bemalte-papiere-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","17","Tapete Bizkaia","/de/collections/bizkaia-wallpaper-2","https://www.matchwalls.com/de/collections/bizkaia-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","18","Tapete Black Friday","/de/collections/schwarzer-freitag-wallpaper","https://www.matchwalls.com/de/collections/schwarzer-freitag-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN|VISIBLE_BLACK_FRIDAY_REVIEW","REQUIERE DECISION HUMANA"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","19","Tapete Blau","/de/collections/blau-gestrichene-papiere-matchwallswallpapers","https://www.matchwalls.com/de/collections/blau-gestrichene-papiere-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","20","Tapete Bordeaux","/de/collections/bordeaux-wallpaper-1","https://www.matchwalls.com/de/collections/bordeaux-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","21","Tapete Burgos","/de/collections/burgos-wallpaper","https://www.matchwalls.com/de/collections/burgos-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","22","Tapete Castellón","/de/collections/castellon-tapete","https://www.matchwalls.com/de/collections/castellon-tapete","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","23","Tapete Ciudad Real","/de/collections/ciudad-real-papel-6","https://www.matchwalls.com/de/collections/ciudad-real-papel-6","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","24","Tapete Cuenca","/de/collections/basin-wallpaper-1","https://www.matchwalls.com/de/collections/basin-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","25","Tapete Cáceres","/de/collections/caceres-wallpaper-1","https://www.matchwalls.com/de/collections/caceres-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","26","Tapete Cádiz","/de/collections/cadiz-wallpaper-1","https://www.matchwalls.com/de/collections/cadiz-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","27","Tapete Córdoba","/de/collections/cordoba-wallpaper-2","https://www.matchwalls.com/de/collections/cordoba-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","28","Tapete Gelb","/de/collections/gelb-bemalte-papiere-matchwallswallpapers","https://www.matchwalls.com/de/collections/gelb-bemalte-papiere-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","29","Tapete Gipuzkoa","/de/collections/gipuzkoa-wallpaper-1","https://www.matchwalls.com/de/collections/gipuzkoa-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","30","Tapete Girona","/de/collections/girona-tapete","https://www.matchwalls.com/de/collections/girona-tapete","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","31","Tapete Gold","/de/collections/gold-bemalte-papiere-matchwallswallpa","https://www.matchwalls.com/de/collections/gold-bemalte-papiere-matchwallswallpa","DE_COPY_NATURALNESS_REVIEW","VERIFICADO PERO MEJORABLE"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","32","Tapete Granada","/de/collections/granada-tapete","https://www.matchwalls.com/de/collections/granada-tapete","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","33","Tapete Grau","/de/collections/gray-painted-papers-matchwallswallpapers","https://www.matchwalls.com/de/collections/gray-painted-papers-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","34","Tapete Guadalajara","/de/collections/guadalajara-wallpaper-1","https://www.matchwalls.com/de/collections/guadalajara-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","35","Tapete Huelva","/de/collections/huelva-wallpaper-2","https://www.matchwalls.com/de/collections/huelva-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","36","Tapete Huesca","/de/collections/huesca-wallpaper-1","https://www.matchwalls.com/de/collections/huesca-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","37","Tapete Japanisch","/de/collections/japanische-wandmalereien-matchwallsmurals","https://www.matchwalls.com/de/collections/japanische-wandmalereien-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY|DE_COPY_NATURALNESS_REVIEW","VERIFICADO PERO MEJORABLE"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","38","Tapete Jaén","/de/collections/jaen-tapete","https://www.matchwalls.com/de/collections/jaen-tapete","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","39","Tapete Jugendzimmer","/de/collections/wandbild-fur-teenagerzimmer-matchwallsmurals","https://www.matchwalls.com/de/collections/wandbild-fur-teenagerzimmer-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","40","Tapete Kantabrien","/de/collections/cantabria-wallpaper-1","https://www.matchwalls.com/de/collections/cantabria-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","41","Tapete La Coruña","/de/collections/la-coruna-tapete","https://www.matchwalls.com/de/collections/la-coruna-tapete","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","42","Tapete La Rioja","/de/collections/la-rioja-wallpaper-1","https://www.matchwalls.com/de/collections/la-rioja-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","43","Tapete mit Landschaften","/de/collections/mural-landscapes-matchwallsmurals-2","https://www.matchwalls.com/de/collections/mural-landscapes-matchwallsmurals-2","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","44","Tapete Schwarz-Weiß","/de/collections/schwarz-weiss-malpapiere-matchwallswalpapers","https://www.matchwalls.com/de/collections/schwarz-weiss-malpapiere-matchwallswalpapers","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","45","Tapete Straßburg","/de/collections/strassburg-wallpaper","https://www.matchwalls.com/de/collections/strassburg-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","46","Tapete Weiß","/de/collections/weiss-gestrichene-papiere-matchwallswallpapers","https://www.matchwalls.com/de/collections/weiss-gestrichene-papiere-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","47","Tapete Álava","/de/collections/alava-wallpaper-1","https://www.matchwalls.com/de/collections/alava-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","48","Tapete Ávila","/de/collections/avila-wallpaper-1","https://www.matchwalls.com/de/collections/avila-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","1","Aanbiedingen","/nl/collections/aanbiedingen","https://www.matchwalls.com/nl/collections/aanbiedingen","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","2","Artistiek Behang","/nl/collections/artistieke-muurschilderingen-matchwallsmurals","https://www.matchwalls.com/nl/collections/artistieke-muurschilderingen-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","3","Behang 3D","/nl/collections/muurschilderingen-structuur-matchwallsmurals","https://www.matchwalls.com/nl/collections/muurschilderingen-structuur-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY|NL_COPY_NATURALNESS_REVIEW","VERIFICADO PERO MEJORABLE"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","4","Behang Albacete","/nl/collections/albacete-wallpaper-1","https://www.matchwalls.com/nl/collections/albacete-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","5","Behang Alicante","/nl/collections/alicante-wallpaper-2","https://www.matchwalls.com/nl/collections/alicante-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","6","Behang Almería","/nl/collections/almeria-wallpaper-2","https://www.matchwalls.com/nl/collections/almeria-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","7","Behang Asturias","/nl/collections/asturias-wallpaper","https://www.matchwalls.com/nl/collections/asturias-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","8","Behang Badajoz","/nl/collections/badajoz-wallpaper-2","https://www.matchwalls.com/nl/collections/badajoz-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","9","Behang Barcelona","/nl/collections/barcelona-wallpaper-2","https://www.matchwalls.com/nl/collections/barcelona-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","10","Behang Beige","/nl/collections/beige-painted-papers-matchwallswallpapers-3","https://www.matchwalls.com/nl/collections/beige-painted-papers-matchwallswallpapers-3","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","11","Behang Bizkaia","/nl/collections/bizkaia-wallpaper-1","https://www.matchwalls.com/nl/collections/bizkaia-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
